S.n,Product Name,Price,Discount,Discount Price,Retail Price,Brand,Image,Category,Review Rating
1323,Samsung Galaxy Watch 4 Bluetooth 40mm (R860),41499,6,2489.94,43988.94,samsung,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1324,Samsung Galaxy Watch 4 Classic Bluetooth 42mm (R880),54199,6,3251.94,57450.94,samsung,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.8
1325,Samsung Galaxy Fit-e,7599,6,455.94,8054.94,samsung,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1326,Samsung Galaxy Watch Active 2 Stainless Steel (44mm),39430,6,2365.8,41795.8,samsung,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1327,Galaxy Watch 3 Bluetooth (45mm),50000,6,3000,53000,samsung,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1328,Yolo Bluetooth Calling Watch Pro Max,7699,30,2309.7,10008.7,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.7
1329,Yolo Supreme Bluetooth Calling Watch,10399,31,3223.69,13622.69,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.3
1330,Yolo Epic Bluetooth Calling Smart Watch,4999,41,2049.59,7048.59,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1331,Yolo Fortuner Pro Calling Watch,8299,36,2987.64,11286.64,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1332,Yolo Thunder Calling Watch,6599,31,2045.69,8644.69,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1333,Yolo Bluetooth Calling Watch Pro,5099,22,1121.78,6220.78,yolo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1334,Zero Armour Smart Watch,8699,61,5306.39,14005.39,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1335,Zero Drift Smart Watch,10199,27,2753.73,12952.73,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1336,Zero Caliber Pro All-Metal Appearance,7299,64,4671.36,11970.36,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1337,Zero Bolt Smart Watch,6999,65,4549.35,11548.35,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1338,Zero Orbit HD Bright Display,7399,60,4439.4,11838.4,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1339,Zero Legend Smart Watch,8499,62,5269.38,13768.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,5
1340,Zero Terra Fit Smart Watch,7199,62,4463.38,11662.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.4
1341,Zero Ultra Rugged Defender,8499,62,5269.38,13768.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1342,Zero Ignite Smart Watch,6499,62,4029.38,10528.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1343,Zero Luna Smart Watch,7999,62,4959.38,12958.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1344,Zero Buzz Max Smart Watch,7599,62,4711.38,12310.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1345,Zero Buzz Max SE Smart Watch,7899,62,4897.38,12796.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1346,Zero Revoltt Smart Watch,12999,62,8059.38,21058.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1347,Zero Ninja Smart Watch,13999,62,8679.38,22678.38,zero,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1348,Amazfit T-Rex Ultra Smart Watch,86999,3,2609.97,89608.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1349,Amazfit GTR 2 Sports,27699,3,830.97,28529.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1350,Amazfit GTS 3,29199,3,875.97,30074.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1351,Amazfit GTS 2,22299,3,668.97,22967.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1352,Amazfit Bip 3,9299,3,278.97,9577.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1353,Amazfit GTR 3 Pro,41999,3,1259.97,43258.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1354,Amazfit GTS 2E,22199,3,665.97,22864.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1355,Amazfit Bip 3 Pro Smart Watch,11999,3,359.97,12358.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1356,Amazfit GTS 2 Mini,16999,3,509.97,17508.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1357,Amazfit GTR 2 Smart Watch,26499,3,794.97,27293.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1358,Amazfit GTR 2E,21799,3,653.97,22452.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.5
1359,Amazfit Neo,5999,3,179.97,6178.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1360,Amazfit Bip U,9099,3,272.97,9371.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1361,Amazfit GTR 47mm,15999,3,479.97,16478.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.7
1362,Amazfit GTR 3,30999,3,929.97,31928.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1363,Amazfit TRex Pro,30999,3,929.97,31928.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1364,Amazfit GTS4 Mini,20000,3,600,20600,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1365,Amazfit GTR 2 Classic,26499,3,794.97,27293.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1366,Amazfit GTS,16499,3,494.97,16993.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.1
1367,Amazfit TRex,17499,3,524.97,18023.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.8
1368,Amazfit Band 7,9599,3,287.97,9886.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1369,Amazfit GTR 42mm,13999,3,419.97,14418.97,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1370,Amazfit smart watch X Eclipse,28990,3,869.7,29859.7,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1371,Amazfit GTR 4,43500,3,1305,44805,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1372,Amazfit GTS 4,43500,3,1305,44805,amazfit,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1373,Apple Watch Series 9 45MM,128999,13,16769.87,145768.87,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1374,Apple Watch Series 9 41mm,119999,8,9599.92,129598.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1375,Apple Watch Series 7 (45mm),90999,8,7279.92,98278.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1376,Apple Watch Series 8 (45mm),109999,8,8799.92,118798.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,5
1377,Apple Watch Series 8 (41mm),106999,8,8559.92,115558.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1378,Apple Watch Ultra (49mm),220000,8,17600,237600,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1379,Apple Watch Series 7 (41mm),78999,8,6319.92,85318.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1380,Apple Watch Nike Series 7,88499,8,7079.92,95578.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1381,Apple Watch SE (40mm),66499,8,5319.92,71818.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1382,Apple Watch Series 5 (40mm),54499,8,4359.92,58858.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1383,Apple Watch Series 4 (40mm),61000,8,4880,65880,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.3
1384,Apple Watch Series 6 (44mm),80000,8,6400,86400,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1385,Blulory Glifo 3 Smart Watch,4499,8,359.92,4858.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1386,Blulory Glifo Smart Watch,4199,8,335.92,4534.92,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1387,Blulory Glifo Smart Watch series 7,5000,8,400,5400,apple,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.8
1388,FAYWA WATCH PRO SMARTWATCH,6099,39,2378.61,8477.61,faywa,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1389,Fitbit Charge 4 Fitness Band,21499,39,8384.61,29883.61,faywa,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1390,Fitbit Versa 3,34499,39,13454.61,47953.61,faywa,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1391,Fitbit Inspire 2,15599,39,6083.61,21682.61,faywa,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1392,G-TiDE R1 Smart Watch,7999,20,1599.8,9598.8,g-tide,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1393,G-TiDE R1 Classic Gold Bluetooth Calling Smart Watch,10999,20,2199.8,13198.8,g-tide,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1394,G-Tide S1 Lite Bluetooth Calling Smartwatch,8099,12,971.88,9070.88,g-tide,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1395,Haino Teko GP8 Ultra Smart Watch with Bluetooth Wireless Earphone Combo,6099,32,1951.68,8050.68,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1396,Haino Teko Rw-40 Smart Watch,6799,20,1359.8,8158.8,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1397,Haino Teko T85 Max SmartWatch,6299,34,2141.66,8440.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1398,Haino Teko T92 Ultra Max Smart Watch (2 Straps in 1),6099,19,1158.81,7257.81,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.5
1399,Haino Teko RW 10 Smart Watch,8499,15,1274.85,9773.85,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.1
1400,Haino Teko G10 Max Smart Watch (3 Straps in 1),7499,17,1274.83,8773.83,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1401,Haino Teko T93 Ultra Max Smart Watch (3 Straps in 1),6299,21,1322.79,7621.79,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1402,Haino Teko C1 Calling Watch (46mm),6299,34,2141.66,8440.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.1
1403,Haino Teko C4 Calling Watch (46mm),6299,34,2141.66,8440.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1404,Haino Teko C5 Calling Watch (46mm),6299,34,2141.66,8440.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1405,Haino Teko G9 Ultra Max Smart Watch,6999,34,2379.66,9378.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1406,Haino Teko 46mm Smart Watch (RW11),7999,34,2719.66,10718.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1407,Haino Teko C9 Smart Watch (3 Straps in 1),7099,34,2413.66,9512.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1408,Haino Teko RW-35 Smart Watch,7899,34,2685.66,10584.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1409,Haino Teko RW16 Smart Watch (2 Straps in 1),6349,34,2158.66,8507.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1410,Haino Teko T94 Ultra Max Smart Watch (4 Straps in 1),7849,34,2668.66,10517.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1411,Haino Teko T81 Mini Smart Watch,6299,34,2141.66,8440.66,haino-teko,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1412,Haylou RT3 Solar Plus Calling Watch,10399,13,1351.87,11750.87,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1413,Haylou RS4 Plus Smart Watch,10999,27,2969.73,13968.73,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1414,Haylou RS4 Max Calling Smart Watch,8999,36,3239.64,12238.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1415,Haylou GS Smart Watch,7999,36,2879.64,10878.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.7
1416,Haylou LS02 Smart Watch,4599,36,1655.64,6254.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1417,Haylou Solar Lite Smart Watch,5999,36,2159.64,8158.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1418,Haylou RS4 Smart Watch,8999,36,3239.64,12238.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1419,Haylou Solar LS05 Smart Watch,4599,36,1655.64,6254.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.6
1420,Haylou RS3 Smart Watch,8899,36,3203.64,12102.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1421,Haylou RT2 Smart Watch,7549,36,2717.64,10266.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1422,Haylou GST Smart Watch,6999,36,2519.64,9518.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1423,Haylou RT LS05S Smart Watch,7499,36,2699.64,10198.64,haylou,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1424,HOTTU HOT10 Pulse Smart Watch,8499,5,424.95,8923.95,hottu,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1425,Huawei Band 8,14999,21,3149.79,18148.79,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.7
1426,HUAWEI WATCH GT 4 (46mm),64799,7,4535.93,69334.93,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1427,Huawei Band 7,12699,15,1904.85,14603.85,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1428,Huawei Watch GT3 Pro,75999,11,8359.89,84358.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1429,Huawei Watch 3,69599,11,7655.89,77254.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1430,Huawei Watch GT Runner,47499,11,5224.89,52723.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1431,Huawei Watch Fit New,17499,11,1924.89,19423.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1432,Huawei Watch 3 Pro,74999,11,8249.89,83248.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.4
1433,Huawei Watch GT 2 Pro,38499,11,4234.89,42733.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1434,Huawei Watch GT 2 (46mm),28499,11,3134.89,31633.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1435,Huawei Watch GT3 (46mm),49999,11,5499.89,55498.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1436,Huawei Watch GT 2 (42 mm),27000,11,2970,29970,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.7
1437,Huawei Band 6,9499,11,1044.89,10543.89,huawei,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1438,Imilab IMIKI TG1 Smart Watch,9899,34,3365.66,13264.66,imilab,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1439,Imilab W02 Smart Watch,9999,34,3399.66,13398.66,imilab,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1440,Imilab KW66 Smart Watch,6199,34,2107.66,8306.66,imilab,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.4
1441,Imilab W12 Smart Watch,7499,34,2549.66,10048.66,imilab,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1442,Itel Bluetooth Calling Smart Watch 1,5999,50,2999.5,8998.5,itel,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1443,Joyroom Fit-Life Series Calling Watch (JR-FT3 Pro),7399,8,591.92,7990.92,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1444,Joyroom Classic Series Smart Watch (JR-FC1),10849,10,1084.9,11933.9,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.8
1445,Joyroom Smart Watch (JR-FT6),13099,6,785.94,13884.94,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.1
1446,Joyroom JR-FT1 Pro Smart Watch,6649,2,132.98,6781.98,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1447,Joyroom JR-FT5 Smart Watch,9949,5,497.45,10446.45,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1448,Joyroom Fit-Life Series Smart Watch (JR-FT3),7099,3,212.97,7311.97,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1449,Joyroom Classic Series Smart Watch (JR-FC2),12199,3,365.97,12564.97,joyroom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.5
1450,Letscom Fitness Tracker (ID152),2999,45,1349.55,4348.55,letscom,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1451,LOGIN LT-W8 Business Smartwatch,6499,13,844.87,7343.87,login,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.5
1452,Oale Le Smart Watch,5199,19,987.81,6186.81,oale,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1453,OPPO Band Style,5499,42,2309.58,7808.58,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.2
1454,OPPO Watch (41mm),33999,15,5099.85,39098.85,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1455,Oraimo Tempo W2 Smart Watch,9199,15,1379.85,10578.85,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1456,Oraimo Tempo 2C Smart Fit Band (OFB-12),2999,15,449.85,3448.85,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1457,Oraimo Smart Watch 16,8199,15,1229.85,9428.85,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1458,Oraimo Tempo S2 Smart Watch,5299,15,794.85,6093.85,oppo,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.9
1459,Realme Band 2,4899,25,1224.75,6123.75,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1460,Realme Watch S,16999,23,3909.77,20908.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1461,Realme Smart Watch,15899,23,3656.77,19555.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,5
1462,Realme TechLife Dizo Watch (DW-2001),6499,23,1494.77,7993.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.8
1463,Realme Watch 2 Pro,13499,23,3104.77,16603.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1464,Realme Band,5699,23,1310.77,7009.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1465,Realme TechLife Dizo Watch 2 (DW-2118),6499,23,1494.77,7993.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1466,Realme Watch 2,6600,23,1518,8118,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1467,Soundpeats Watch 2 Smartwatch,6899,23,1586.77,8485.77,realme,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1468,Xiaomi Smart Band 7,9099,27,2456.73,11555.73,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1469,Xiaomi MI Band 8 Pro,17799,11,1957.89,19756.89,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.4
1470,Redmi Watch 2 Lite,12999,13,1689.87,14688.87,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1471,Xiaomi Haylou Watch 2 Pro,6499,13,844.87,7343.87,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.8
1472,Xiaomi Watch S1 Pro,60999,6,3659.94,64658.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.5
1473,Xiaomi Smart Band 8,9999,6,599.94,10598.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1474,Xiaomi Watch S1,39999,6,2399.94,42398.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.9
1475,Redmi Smart Band 2,7999,6,479.94,8478.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1476,Xiaomi Watch S1 Active,29999,6,1799.94,31798.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1477,MI Band 7 Pro,17999,6,1079.94,19078.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.3
1478,Xiaomi Redmi Watch 3,22199,6,1331.94,23530.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.2
1479,Mi Watch,18199,6,1091.94,19290.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1480,MI Band 6,5699,6,341.94,6040.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.6
1481,Xiaomi Redmi Watch 3 Active,9899,6,593.94,10492.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.3
1482,Mi Smart Band 5,4799,6,287.94,5086.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1483,Redmi Smart Band Pro,8999,6,539.94,9538.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.7
1484,Mi Watch Lite,8999,6,539.94,9538.94,xiaomi,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.4
1485,Xinji Cobee C2 Smart Watch,7199,35,2519.65,9718.65,xinji,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3.4
1486,Xinji Cobee C1 Smart Watch,6449,7,451.43,6900.43,xinji,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,5
1487,Xinji Cobee C1 Pros Smart Watch,10499,9,944.91,11443.91,xinji,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.6
1488,Xinji Cobee C3 Smart Watch,12999,10,1299.9,14298.9,xinji,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4
1489,Xinji Nothing 1 Smart Watch,11549,10,1154.9,12703.9,xinji,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.1
1490,Zeblaze Voice Calling Smartwatch Vibe7 Pro,10499,25,2624.75,13123.75,zeblaze,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.9
1491,Zeblaze Stratos 3 Calling Smart Watch,17299,14,2421.86,19720.86,zeblaze,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1492,Zeblaze Btalk 2 Calling Watch,7849,13,1020.37,8869.37,zeblaze,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,4.5
1493,Zeblaze Voice Calling Smartwatch (Vibe7),10499,5,524.95,11023.95,zeblaze,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,2.7
1494,Zeblaze Btalk Calling Watch,6199,5,309.95,6508.95,zeblaze,https://static.priceoye.pk/images/product-placeholder.svg,smart-watches,3
1495,Infinix XE22 Wireless Earbuds,2699,46,1241.54,3940.54,infinix,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.5
1496,M10 TWS Wireless Bluetooth Earbuds,999,60,599.4,1598.4,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,5
1497,M30 TWS Wireless Earbuds,1099,56,615.44,1714.44,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.8
1498,Audionic Airbud 550,3799,62,2355.38,6154.38,audionic,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.1
1499,Air 31 TWS Transparent Earbuds,1499,63,944.37,2443.37,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.4
1500,Airs Pro TWS Bluetooth Earbuds,1199,29,347.71,1546.71,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.8
1501,Lenovo HE05X Neckband Wireless,1149,45,517.05,1666.05,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,2.7
1502,M28 TWS Wireless Earbuds,1099,67,736.33,1835.33,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.2
1503,M90 Pro TWS Gaming Earbuds,1099,62,681.38,1780.38,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1504,M25 Gaming Wireless Earbuds,1899,53,1006.47,2905.47,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.2
1505,i12 Tws Touch Sensor Airpods,999,41,409.59,1408.59,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1506,itel Wireless Earbuds (KT-01),2199,73,1605.27,3804.27,itel,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1507,Lenovo HE05 TWS Wireless Earbuds,999,50,499.5,1498.5,lenovo,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.7
1508,i15 Tws Bluetooth Earphones,999,50,499.5,1498.5,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.4
1509,I7S Bluetooth Wireless Earbuds,899,33,296.67,1195.67,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.6
1510,Audionic Wireless Airbuds 425,3999,50,1999.5,5998.5,audionic,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3
1511,Soundpeats True Wireless Earbuds Free 2 Classic,4999,23,1149.77,6148.77,soundpeats,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.6
1512,Audionic Airbud 595 Flip Earbuds,3899,57,2222.43,6121.43,audionic,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,3.9
1513,M41 Wireless Earbuds Stereo Sound,1749,54,944.46,2693.46,assorted,https://static.priceoye.pk/images/product-placeholder.svg,wireless-earbuds,4.1
